Username,Comment,Normalisasi,Tokenization,Stopwords,Stemming
@nazaruddinmuhammadiqbal7497,"TOLONG YA DENGAN HORMAT!!... PDI-P JEGAL LANGKAH PRABOWO MENUJU RI 1, SEBAGAIMANA GOLKAR SELALU MENJEGAL LANGKAH MEGAWATI DAN PARTAINYA DLM SUKSES MENUJU RI 1 ERA ORBA!! JGN MALU, PENGKHIANAT LAYAK DIKHIANATI KAN TO.... YA TO???!!<br>ALASAN BOWO LAYAK DIKHIANATI A.L:<br>MASA LALU YG SADIS BELUM ADA TINDAKAN LANJUT TERKAIT ISU HAM!!<br>PENGKHIANAT VERSI HARTO BIN KIRIEK (BACA DEH: HARTO SUKA BINGIK KAN TO.. RI)<br>SDH DAPAT DIPASTIKAN DLM KURUN WAKTU 5 THN YG DILAKUKAN HANYA SIBUK MEMPERKAYA DIRI DGN HASIL BUMI YG MELIMPAH DENGAN BERBAGAI MACAM PENINDASAN KPD RAKYAT SAMBIL JOGET2 SINTING BETULAN SEMENTARA KABINETNYA + ABK + CARTOON NETWORKING PONTANG PANTING MEMIKIRKAN PLAT FORM HIDUP MASING2 INDIVIDU... TERSERAH???!!<br>SAVE REMPANG FOREVER!!<br>SAVE NKRI NOW!!<br>TAKBIR!! الله اكبر",tolong ya dengan hormat pdip jegal langkah prabowo menuju ri sebagaimana golkar selalu menjegal langkah megawati dan partainya dalam sukses menuju ri era orba jangan malu pengkhianat layak dikhianati kan tapi ya toalasan bowo layak dikhianati a lmasa lalu yang sadis belum ada tindakan lanjut terkait isu hampengkhianat versi harto bin kiriek baca deh harto suka bingik kan tapi risdh dapat dipastikan dalam kurun waktu tahun yang dilakukan hanya sibuk memperkaya diri dengan hasil bumi yang melimpah dengan berbagai macam penindasan kepada rakyat sambil joget2 sinting betulan sementara kabinetnya abk cartoon networking pontang panting memikirkan plat form hidup individu terserahsave rempang foreversave nkri nowtakbir,"['tolong', 'ya', 'dengan', 'hormat', 'pdip', 'jegal', 'langkah', 'prabowo', 'menuju', 'ri', 'sebagaimana', 'golkar', 'selalu', 'menjegal', 'langkah', 'megawati', 'dan', 'partainya', 'dalam', 'sukses', 'menuju', 'ri', 'era', 'orba', 'jangan', 'malu', 'pengkhianat', 'layak', 'dikhianati', 'kan', 'tapi', 'ya', 'toalasan', 'bowo', 'layak', 'dikhianati', 'a', 'lmasa', 'lalu', 'yang', 'sadis', 'belum', 'ada', 'tindakan', 'lanjut', 'terkait', 'isu', 'hampengkhianat', 'versi', 'harto', 'bin', 'kiriek', 'baca', 'deh', 'harto', 'suka', 'bingik', 'kan', 'tapi', 'risdh', 'dapat', 'dipastikan', 'dalam', 'kurun', 'waktu', 'tahun', 'yang', 'dilakukan', 'hanya', 'sibuk', 'memperkaya', 'diri', 'dengan', 'hasil', 'bumi', 'yang', 'melimpah', 'dengan', 'berbagai', 'macam', 'penindasan', 'kepada', 'rakyat', 'sambil', 'joget2', 'sinting', 'betulan', 'sementara', 'kabinetnya', 'abk', 'cartoon', 'networking', 'pontang', 'panting', 'memikirkan', 'plat', 'form', 'hidup', 'individu', 'terserahsave', 'rempang', 'foreversave', 'nkri', 'nowtakbir']","['tolong', 'hormat', 'pdip', 'jegal', 'langkah', 'prabowo', 'ri', 'golkar', 'menjegal', 'langkah', 'megawati', 'partainya', 'sukses', 'ri', 'era', 'orba', 'malu', 'pengkhianat', 'layak', 'dikhianati', 'toalasan', 'bowo', 'layak', 'dikhianati', 'a', 'lmasa', 'sadis', 'tindakan', 'terkait', 'isu', 'hampengkhianat', 'versi', 'harto', 'bin', 'kiriek', 'baca', 'deh', 'harto', 'suka', 'bingik', 'risdh', 'kurun', 'sibuk', 'memperkaya', 'hasil', 'bumi', 'melimpah', 'penindasan', 'rakyat', 'joget2', 'sinting', 'betulan', 'kabinetnya', 'abk', 'cartoon', 'networking', 'pontang', 'panting', 'memikirkan', 'plat', 'form', 'hidup', 'individu', 'terserahsave', 'rempang', 'foreversave', 'nkri', 'nowtakbir']",tolong hormat pdip jegal langkah prabowo ri golkar jegal langkah megawati partai sukses ri era orba malu khianat layak khianat toalasan bowo layak khianat a lmasa sadis tindak kait isu hampengkhianat versi harto bin kiriek baca deh harto suka bingik risdh kurun sibuk kaya hasil bumi limpah tindas rakyat joget2 sinting betul kabinet abk cartoon networking pontang panting pikir plat form hidup individu terserahsave rempang foreversave nkri nowtakbir
@ragamwarna1703,Yg banyak curang di byk wilayah malah 03😅,yang banyak curang di banyak wilayah malah,"['yang', 'banyak', 'curang', 'di', 'banyak', 'wilayah', 'malah']","['curang', 'wilayah']",curang wilayah
@marempisan7229,ini timses nya 03 kok masih ngeyel ya..mbok legowo lho??,ini timses ya kok masih ngeyel ya mbok legowo lho,"['ini', 'timses', 'ya', 'kok', 'masih', 'ngeyel', 'ya', 'mbok', 'legowo', 'lho']","['timses', 'ngeyel', 'mbok', 'legowo', 'lho']",timses ngeyel mbok legowo lho
@miniwarnetchannel,"Pembagian bansos emang dari dulu,bukan cuma sekarang mendekatinya pemilu,itu ya kewajiban,karena pemerintah sayang sama rakyatnya",pembagian bansos memang dari dulubukan cuma sekarang mendekatinya pemiluitu ya kewajibankarena pemerintah sayang sama rakyatnya,"['pembagian', 'bansos', 'memang', 'dari', 'dulubukan', 'cuma', 'sekarang', 'mendekatinya', 'pemiluitu', 'ya', 'kewajibankarena', 'pemerintah', 'sayang', 'sama', 'rakyatnya']","['pembagian', 'bansos', 'dulubukan', 'mendekatinya', 'pemiluitu', 'kewajibankarena', 'pemerintah', 'sayang', 'rakyatnya']",bagi bansos dulubukan dekat pemiluitu kewajibankarena perintah sayang rakyat
@Shafirawelding,Alhamdulilah d kampung saya juga 02 lebih unggul🎉❤,alhamdulilah di kampung saya juga lebih unggul,"['alhamdulilah', 'di', 'kampung', 'saya', 'juga', 'lebih', 'unggul']","['alhamdulilah', 'kampung', 'unggul']",alhamdulilah kampung unggul
@yayahrohaya3916,"terima kasih Rakyat Indonesia sdh ikut memilih haknya,terma kasih semoga ini presiden kita lbh maju kedepan apa yg rakyat inginkan,selamat berjuang dan selamat pak prabowo untk menduduki bangku presiden,rakyatmu menunggumu❤❤❤",terima kasih rakyat indonesia sudah ikut memilih haknyaterma kasih semoga ini presiden kita lebih maju kedepan apa yang rakyat inginkanselamat berjuang dan selamat pak prabowo untuk menduduki bangku presidenrakyatmu menunggumu,"['terima', 'kasih', 'rakyat', 'indonesia', 'sudah', 'ikut', 'memilih', 'haknyaterma', 'kasih', 'semoga', 'ini', 'presiden', 'kita', 'lebih', 'maju', 'kedepan', 'apa', 'yang', 'rakyat', 'inginkanselamat', 'berjuang', 'dan', 'selamat', 'pak', 'prabowo', 'untuk', 'menduduki', 'bangku', 'presidenrakyatmu', 'menunggumu']","['terima', 'kasih', 'rakyat', 'indonesia', 'memilih', 'haknyaterma', 'kasih', 'semoga', 'presiden', 'maju', 'kedepan', 'rakyat', 'inginkanselamat', 'berjuang', 'selamat', 'prabowo', 'menduduki', 'bangku', 'presidenrakyatmu', 'menunggumu']",terima kasih rakyat indonesia pilih haknyaterma kasih moga presiden maju depan rakyat inginkanselamat juang selamat prabowo duduk bangku presidenrakyatmu tunggu
@dhalaillail5759,"bukan perpecahan, perbedaan pilihan,",bukan perpecahan perbedaan pilihan,"['bukan', 'perpecahan', 'perbedaan', 'pilihan']","['perpecahan', 'perbedaan', 'pilihan']",pecah beda pilih
@PutraJawa-nb5eg,😂😂 percaya diri boleh tapi jangan sampai memecah belah.. Kalau kalah terima aja dengan ikhlas.,percaya diri boleh tapi jangan sampai memecah belah kalau kalah terima saja dengan ikhlas,"['percaya', 'diri', 'boleh', 'tapi', 'jangan', 'sampai', 'memecah', 'belah', 'kalau', 'kalah', 'terima', 'saja', 'dengan', 'ikhlas']","['percaya', 'memecah', 'belah', 'kalah', 'terima', 'ikhlas']",percaya pecah belah kalah terima ikhlas
@ongyennio1701,Pikiran yg ada kok hy kecurangan,pikiran yang ada kok hai kecurangan,"['pikiran', 'yang', 'ada', 'kok', 'hai', 'kecurangan']","['pikiran', 'hai', 'kecurangan']",pikir hai curang
@yawaekunk6n565,"Rakyat uni sudah muak dhn aktor2 antagonis ygsll di sufuhkan sinetron2 di tv Nadional kita, sehingga, kalian  lupa, dr awal kampanye, kalian mwmilih peran antagonis itu sampai di akhir cerita.  slm",rakyat uni sudah muak dhn aktor2 antagonis ygsll di sufuhkan sinetron2 di tv nadional kita sehingga kalian lupa dari awal kampanye kalian mwmilih peran antagonis itu sampai di akhir cerita salam,"['rakyat', 'uni', 'sudah', 'muak', 'dhn', 'aktor2', 'antagonis', 'ygsll', 'di', 'sufuhkan', 'sinetron2', 'di', 'tv', 'nadional', 'kita', 'sehingga', 'kalian', 'lupa', 'dari', 'awal', 'kampanye', 'kalian', 'mwmilih', 'peran', 'antagonis', 'itu', 'sampai', 'di', 'akhir', 'cerita', 'salam']","['rakyat', 'uni', 'muak', 'dhn', 'aktor2', 'antagonis', 'ygsll', 'sufuhkan', 'sinetron2', 'tv', 'nadional', 'lupa', 'kampanye', 'mwmilih', 'peran', 'antagonis', 'cerita', 'salam']",rakyat uni muak dhn aktor2 antagonis ygsll sufuhkan sinetron2 tv nadional lupa kampanye mwmilih peran antagonis cerita salam
@yantowihanto8085,"Siapapun yg menang itu Presiden kita, kita akui pak Probowo Gibran lah yg menang.",siapapun yang menang itu presiden kita kita akui pak probowo gibran lah yang menang,"['siapapun', 'yang', 'menang', 'itu', 'presiden', 'kita', 'kita', 'akui', 'pak', 'probowo', 'gibran', 'lah', 'yang', 'menang']","['menang', 'presiden', 'akui', 'probowo', 'gibran', 'menang']",menang presiden aku probowo gibran menang
@stabilosyaif3801,yg kalah kurang legowo.. banyak alasan dan fitnah...,yang kalah kurang legowo banyak alasan dan fitnah,"['yang', 'kalah', 'kurang', 'legowo', 'banyak', 'alasan', 'dan', 'fitnah']","['kalah', 'legowo', 'alasan', 'fitnah']",kalah legowo alas fitnah
@selametsamsul-db1ko,Dan tidak ada kecurangan asli murni dari hati Rakyat bro ja gan mau hidup sendiri,dan tidak ada kecurangan asli murni dari hati rakyat bro saja gan mau hidup sendiri,"['dan', 'tidak', 'ada', 'kecurangan', 'asli', 'murni', 'dari', 'hati', 'rakyat', 'bro', 'saja', 'gan', 'mau', 'hidup', 'sendiri']","['kecurangan', 'asli', 'murni', 'hati', 'rakyat', 'bro', 'gan', 'hidup']",curang asli murni hati rakyat bro gan hidup
@amaroh1907,"Kami rakyat kecil desa di jatim,mayoritas mendukung pak prabowo dan mas gibran.<br>Kita selalu Damai dan sopan.Semakin mengkritik,semakin menunjukkan siapa yang yang terbaik dan dicintai rakyat.ini membuat rakyat semakin cinta dan ikhlas tulus mendukung pak prabowo dan mas gibran...❤❤❤",kami rakyat kecil desa di jatimmayoritas mendukung pak prabowo dan mas gibran kita selalu damai dan sopan semakin mengkritiksemakin menunjukkan siapa yang yang terbaik dan dicintai rakyat ini membuat rakyat semakin cinta dan ikhlas tulus mendukung pak prabowo dan mas gibran,"['kami', 'rakyat', 'kecil', 'desa', 'di', 'jatimmayoritas', 'mendukung', 'pak', 'prabowo', 'dan', 'mas', 'gibran', 'kita', 'selalu', 'damai', 'dan', 'sopan', 'semakin', 'mengkritiksemakin', 'menunjukkan', 'siapa', 'yang', 'yang', 'terbaik', 'dan', 'dicintai', 'rakyat', 'ini', 'membuat', 'rakyat', 'semakin', 'cinta', 'dan', 'ikhlas', 'tulus', 'mendukung', 'pak', 'prabowo', 'dan', 'mas', 'gibran']","['rakyat', 'desa', 'jatimmayoritas', 'mendukung', 'prabowo', 'mas', 'gibran', 'damai', 'sopan', 'mengkritiksemakin', 'terbaik', 'dicintai', 'rakyat', 'rakyat', 'cinta', 'ikhlas', 'tulus', 'mendukung', 'prabowo', 'mas', 'gibran']",rakyat desa jatimmayoritas dukung prabowo mas gibran damai sopan mengkritiksemakin baik cinta rakyat rakyat cinta ikhlas tulus dukung prabowo mas gibran
@LamLam-j4p,Tetap prabowo yg unggul 👍👍✌✌ di tempat saya prabowo mutlak,tetap prabowo yang unggul di tempat saya prabowo mutlak,"['tetap', 'prabowo', 'yang', 'unggul', 'di', 'tempat', 'saya', 'prabowo', 'mutlak']","['prabowo', 'unggul', 'prabowo', 'mutlak']",prabowo unggul prabowo mutlak
@Baubaubutonlularamlah9161,Bilang Roma Ramlah tukar anak,bilang roma ramlah tukar anak,"['bilang', 'roma', 'ramlah', 'tukar', 'anak']","['bilang', 'roma', 'ramlah', 'tukar', 'anak']",bilang roma ram tukar anak
@saifulakhiyar8990,Prabowo Prabowo 😂😂😂😂 Anies kalah Anis kalah,prabowo prabowo anies kalah anis kalah,"['prabowo', 'prabowo', 'anies', 'kalah', 'anis', 'kalah']","['prabowo', 'prabowo', 'anies', 'kalah', 'anis', 'kalah']",prabowo prabowo anies kalah anis kalah
@endiendi62,Mantap 02 Salma anak rantow malasiya,mantap salma anak rantow malasiya,"['mantap', 'salma', 'anak', 'rantow', 'malasiya']","['mantap', 'salma', 'anak', 'rantow', 'malasiya']",mantap salma anak rantow malasiya
@yawaekunk6n565,Semua orang menunggu ucapan selamat pd tim pemenangan Paslob yg menang.,semua orang menunggu ucapan selamat pada tim pemenangan paslob yang menang,"['semua', 'orang', 'menunggu', 'ucapan', 'selamat', 'pada', 'tim', 'pemenangan', 'paslob', 'yang', 'menang']","['orang', 'menunggu', 'ucapan', 'selamat', 'tim', 'pemenangan', 'paslob', 'menang']",orang tunggu ucap selamat tim menang paslob menang
@amungsetiawan5866,Kesombongan banteng menuai hasilnya😂😂😂😂,kesombongan banteng menuai hasilnya,"['kesombongan', 'banteng', 'menuai', 'hasilnya']","['kesombongan', 'banteng', 'menuai', 'hasilnya']",sombong banteng tuai hasil
@asepsujana4291,"Itulah Indonesia kalau kalah cari cari kesalahan, kaya sepak bola aja kalau kalah wasit yg di salahkan😢",itulah indonesia kalau kalah cari cari kesalahan kayak sepak bola saja kalau kalah wasit yang di salahkan,"['itulah', 'indonesia', 'kalau', 'kalah', 'cari', 'cari', 'kesalahan', 'kayak', 'sepak', 'bola', 'saja', 'kalau', 'kalah', 'wasit', 'yang', 'di', 'salahkan']","['indonesia', 'kalah', 'cari', 'cari', 'kesalahan', 'kayak', 'sepak', 'bola', 'kalah', 'wasit', 'salahkan']",indonesia kalah cari cari salah kayak sepak bola kalah wasit salah
@ansarhasan714,Sekarang pendukung pak Jokowi hampir semua pindah ke pak Prabowo jadi jangan heran hampir semua TPS di Sulawesi hanya nomor 2 yg mendominasi tiap TPS.,sekarang pendukung pak jokowi hampir semua pindah ke pak prabowo jadi jangan heran hampir semua tps di sulawesi hanya nomor yang mendominasi tiap tps,"['sekarang', 'pendukung', 'pak', 'jokowi', 'hampir', 'semua', 'pindah', 'ke', 'pak', 'prabowo', 'jadi', 'jangan', 'heran', 'hampir', 'semua', 'tps', 'di', 'sulawesi', 'hanya', 'nomor', 'yang', 'mendominasi', 'tiap', 'tps']","['pendukung', 'jokowi', 'pindah', 'prabowo', 'heran', 'tps', 'sulawesi', 'nomor', 'mendominasi', 'tps']",dukung jokowi pindah prabowo heran tps sulawesi nomor dominasi tps
@Sudiyono-y3w,"Alhamdulillah akhirnya saya toblos pak Prabowo yg ke tiga kali pemilu tercapai cipta suara rakyat, semoga repelita banyak mempekerjakan rakyat, 70% pengangguran dan hidup makmur saya usia 63thn. Apa yg bisa didapat tanpa pensiun 😢😢😢",alhamdulillah akhirnya saya toblos pak prabowo yang ke tiga kali pemilu tercapai cipta suara rakyat semoga repelita banyak mempekerjakan rakyat pengangguran dan hidup makmur saya usia 63thn apa yang bisa didapat tanpa pensiun,"['alhamdulillah', 'akhirnya', 'saya', 'toblos', 'pak', 'prabowo', 'yang', 'ke', 'tiga', 'kali', 'pemilu', 'tercapai', 'cipta', 'suara', 'rakyat', 'semoga', 'repelita', 'banyak', 'mempekerjakan', 'rakyat', 'pengangguran', 'dan', 'hidup', 'makmur', 'saya', 'usia', '63thn', 'apa', 'yang', 'bisa', 'didapat', 'tanpa', 'pensiun']","['alhamdulillah', 'toblos', 'prabowo', 'kali', 'pemilu', 'tercapai', 'cipta', 'suara', 'rakyat', 'semoga', 'repelita', 'mempekerjakan', 'rakyat', 'pengangguran', 'hidup', 'makmur', 'usia', '63thn', 'pensiun']",alhamdulillah toblos prabowo kali milu capai cipta suara rakyat moga repelita kerja rakyat anggur hidup makmur usia 63thn pensiun
@turasman2767,Mayoritas rakyat itu suka Jokowi bukan prabowo.jadi parte gambar apapun kalo yang mengelola Jokowi pasti menang  gaes.,mayoritas rakyat itu suka jokowi bukan prabowo jadi parte gambar apapun kalau yang mengelola jokowi pasti menang gaes,"['mayoritas', 'rakyat', 'itu', 'suka', 'jokowi', 'bukan', 'prabowo', 'jadi', 'parte', 'gambar', 'apapun', 'kalau', 'yang', 'mengelola', 'jokowi', 'pasti', 'menang', 'gaes']","['mayoritas', 'rakyat', 'suka', 'jokowi', 'prabowo', 'parte', 'gambar', 'apapun', 'mengelola', 'jokowi', 'menang', 'gaes']",mayoritas rakyat suka jokowi prabowo parte gambar apa kelola jokowi menang gaes
@humawankayan1025,Semoga kemenangan tidak dgn cara curang.,semoga kemenangan tidak dengan cara curang,"['semoga', 'kemenangan', 'tidak', 'dengan', 'cara', 'curang']","['semoga', 'kemenangan', 'curang']",moga menang curang
@yawaekunk6n565,Terlmpat ucapn maaf kalian. Sudah banyak masyarakat Indonesia yg sakit hati atas cara2 kalian yg ingin memenangksn paslon 03.,terlmpat ucapn maaf kalian sudah banyak masyarakat indonesia yang sakit hati atas cara2 kalian yang ingin memenangksn paslon,"['terlmpat', 'ucapn', 'maaf', 'kalian', 'sudah', 'banyak', 'masyarakat', 'indonesia', 'yang', 'sakit', 'hati', 'atas', 'cara2', 'kalian', 'yang', 'ingin', 'memenangksn', 'paslon']","['terlmpat', 'ucapn', 'maaf', 'masyarakat', 'indonesia', 'sakit', 'hati', 'cara2', 'memenangksn', 'paslon']",terlmpat ucapn maaf masyarakat indonesia sakit hati cara2 memenangksn paslon
@nabellacans3003,Haia<br>Mbak.wes.kalahyo.trimo.ojo.banyak.omon.,haiambak wes kalahyo trimo ojo banyak omon,"['haiambak', 'wes', 'kalahyo', 'trimo', 'ojo', 'banyak', 'omon']","['haiambak', 'wes', 'kalahyo', 'trimo', 'ojo', 'omon']",haiambak wes kalahyo trimo ojo omon
@saddamyathie79,"paslon 1 dan 3 tidak siap kalah dengan kenyataan yang ada dilapangan sekarang yang begitu aman, tentram dan tranparan tidak ada cela² yang merugikan salah satu paslon....",paslon dan tidak siap kalah dengan kenyataan yang ada dilapangan sekarang yang begitu aman tentram dan tranparan tidak ada cela yang merugikan salah satu paslon,"['paslon', 'dan', 'tidak', 'siap', 'kalah', 'dengan', 'kenyataan', 'yang', 'ada', 'dilapangan', 'sekarang', 'yang', 'begitu', 'aman', 'tentram', 'dan', 'tranparan', 'tidak', 'ada', 'cela', 'yang', 'merugikan', 'salah', 'satu', 'paslon']","['paslon', 'kalah', 'kenyataan', 'dilapangan', 'aman', 'tentram', 'tranparan', 'cela', 'merugikan', 'salah', 'paslon']",paslon kalah nyata lapang aman tentram tranparan cela rugi salah paslon
@amungsetiawan5866,Benteng  tanduknya patahhh😂😂😂😂,benteng tanduknya patahhh,"['benteng', 'tanduknya', 'patahhh']","['benteng', 'tanduknya', 'patahhh']",benteng tanduk patahhh
@agguskddrbppn246,"❤❤sukses sll,❤",sukses selalu,"['sukses', 'selalu']",['sukses'],sukses
@HaslamSuwondo-yw9xh,"nda usa bhnggin lg masarakat, bukti kan  01 03",indak usah bhnggin lagi masarakat bukti kan,"['indak', 'usah', 'bhnggin', 'lagi', 'masarakat', 'bukti', 'kan']","['indak', 'bhnggin', 'masarakat', 'bukti']",indak bhnggin masarakat bukti
@ongyennio1701,Masyarakat indonesia memahami jejak pak Probowo selama ini.utk ngabdi pd nusa dan bangsa,masyarakat indonesia memahami jejak pak probowo selama ini untuk ngabdi pada nusa dan bangsa,"['masyarakat', 'indonesia', 'memahami', 'jejak', 'pak', 'probowo', 'selama', 'ini', 'untuk', 'ngabdi', 'pada', 'nusa', 'dan', 'bangsa']","['masyarakat', 'indonesia', 'memahami', 'jejak', 'probowo', 'ngabdi', 'nusa', 'bangsa']",masyarakat indonesia paham jejak probowo ngabdi nusa bangsa
@suhartibudi5089,Klu udah kalah ya ujung2nya kata kecurangan,kalau sudah kalah ya ujung2nya kata kecurangan,"['kalau', 'sudah', 'kalah', 'ya', 'ujung2nya', 'kata', 'kecurangan']","['kalah', 'ujung2nya', 'kecurangan']",kalah ujung2nya curang
@mamiputuoka3249,Aduhhhhhhhh 01 ttep nganggep pemilu curang?. Kalah ya tetep ajah kalah siapa juga yg mau milih amin jadi Pemimpin?. Dulu kan sdh pernah anis jadi mentri. Jadi gubernur apa yg bisa dibanggakan dari anis. Menurut saya pribadi anis tuh cocoknya jadi pembicara perangkai kata misalnya jadi Penyair gtu mungkin yah. Presiden ke  8 tetap PRABOWO - GIBRAN Presiden 2024 - 2029. 1 &amp; 3 Hrs Legowo mengakui kalah.,aduhhhhhhhh tetap nganggep pemilu curang kalah ya tetap saja kalah siapa juga yang mau memilih amin jadi pemimpin dulu kan sudah pernah anis jadi mentri jadi gubernur apa yang bisa dibanggakan dari anis menurut saya pribadi anis tuh cocoknya jadi pembicara perangkai kata misalnya jadi penyair begitu mungkin ya presiden ke tetap prabowo gibran presiden harus legowo mengakui kalah,"['aduhhhhhhhh', 'tetap', 'nganggep', 'pemilu', 'curang', 'kalah', 'ya', 'tetap', 'saja', 'kalah', 'siapa', 'juga', 'yang', 'mau', 'memilih', 'amin', 'jadi', 'pemimpin', 'dulu', 'kan', 'sudah', 'pernah', 'anis', 'jadi', 'mentri', 'jadi', 'gubernur', 'apa', 'yang', 'bisa', 'dibanggakan', 'dari', 'anis', 'menurut', 'saya', 'pribadi', 'anis', 'tuh', 'cocoknya', 'jadi', 'pembicara', 'perangkai', 'kata', 'misalnya', 'jadi', 'penyair', 'begitu', 'mungkin', 'ya', 'presiden', 'ke', 'tetap', 'prabowo', 'gibran', 'presiden', 'harus', 'legowo', 'mengakui', 'kalah']","['aduhhhhhhhh', 'nganggep', 'pemilu', 'curang', 'kalah', 'kalah', 'memilih', 'amin', 'pemimpin', 'anis', 'mentri', 'gubernur', 'dibanggakan', 'anis', 'pribadi', 'anis', 'tuh', 'cocoknya', 'pembicara', 'perangkai', 'penyair', 'presiden', 'prabowo', 'gibran', 'presiden', 'legowo', 'mengakui', 'kalah']",aduhhhhhhhh nganggep milu curang kalah kalah pilih amin pimpin anis tri gubernur bangga anis pribadi anis tuh cocok bicara rangkai sair presiden prabowo gibran presiden legowo aku kalah
@AlichandraChandra,Pak Prabowo pasti positif menjadi presiden kami✌️,pak prabowo pasti positif menjadi presiden kami,"['pak', 'prabowo', 'pasti', 'positif', 'menjadi', 'presiden', 'kami']","['prabowo', 'positif', 'presiden']",prabowo positif presiden
@AanPrasetya-b7f,Dari usia 17 tahun sampai sekarang usia 43 tahun saya selalu mendukung PDIP bahkan semua yang saya coblos DPRD dan DPR Propinsi tetap PDIP tetapi untuk coblosan Presiden suara saya tetap Prabowo-Gibran karena pengikutnya Jokowi tetap mengikuti kemana dukungan Jokowi. Salam Simpatisan Jokowi Prabowo-Gibran.,dari usia tahun sampai sekarang usia tahun saya selalu mendukung pdip bahkan semua yang saya coblos dprd dan dpr propinsi tetap pdip tetapi untuk coblosan presiden suara saya tetap prabowogibran karena pengikutnya jokowi tetap mengikuti kemana dukungan jokowi salam simpatisan jokowi prabowogibran,"['dari', 'usia', 'tahun', 'sampai', 'sekarang', 'usia', 'tahun', 'saya', 'selalu', 'mendukung', 'pdip', 'bahkan', 'semua', 'yang', 'saya', 'coblos', 'dprd', 'dan', 'dpr', 'propinsi', 'tetap', 'pdip', 'tetapi', 'untuk', 'coblosan', 'presiden', 'suara', 'saya', 'tetap', 'prabowogibran', 'karena', 'pengikutnya', 'jokowi', 'tetap', 'mengikuti', 'kemana', 'dukungan', 'jokowi', 'salam', 'simpatisan', 'jokowi', 'prabowogibran']","['usia', 'usia', 'mendukung', 'pdip', 'coblos', 'dprd', 'dpr', 'propinsi', 'pdip', 'coblosan', 'presiden', 'suara', 'prabowogibran', 'pengikutnya', 'jokowi', 'mengikuti', 'kemana', 'dukungan', 'jokowi', 'salam', 'simpatisan', 'jokowi', 'prabowogibran']",usia usia dukung pdip coblos dprd dpr propinsi pdip coblos presiden suara prabowogibran ikut jokowi ikut mana dukung jokowi salam simpatisan jokowi prabowogibran
@LukmanHakim-w9m,PRAGIB + Jokowi are the best 👍👍👍,pragib jokowi are the best,"['pragib', 'jokowi', 'are', 'the', 'best']","['pragib', 'jokowi', 'are', 'the', 'best']",pragib jokowi are the best
@markusayer-bs2xr,Kacian pa Ganjar-Mahfud tara dapat karena PDIP sudah  jatuh betul pemilu ini,kasihan apa ganjarmahfud tara dapat karena pdip sudah jatuh betul pemilu ini,"['kasihan', 'apa', 'ganjarmahfud', 'tara', 'dapat', 'karena', 'pdip', 'sudah', 'jatuh', 'betul', 'pemilu', 'ini']","['kasihan', 'ganjarmahfud', 'tara', 'pdip', 'jatuh', 'pemilu']",kasihan ganjarmahfud tara pdip jatuh milu
